median_lyso_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_golgi_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_ER_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_nuc_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_cell_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mitoXlyso_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mitoXER_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mitoXlysoXER_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_mito_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_lyso_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_golgi_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_ER_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_nuc_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_cell_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_mitoXlyso_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_mitoXER_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_mitoXlysoXER_equivalent_diameter,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_mito_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_lyso_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_golgi_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_ER_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_nuc_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_cell_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_mitoXlyso_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_mitoXER_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_mitoXlysoXER_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mito_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_lyso_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_golgi_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_ER_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_nuc_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_cell_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mitoXlyso_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mitoXER_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mitoXlysoXER_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_mito_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_lyso_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_golgi_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_ER_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_nuc_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_cell_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_mitoXlyso_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_mitoXER_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_mitoXlysoXER_extent,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_mito_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_lyso_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_golgi_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_ER_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_nuc_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_cell_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_mitoXlyso_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_mitoXER_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
mean_mitoXlysoXER_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mito_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_lyso_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_golgi_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_ER_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_nuc_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_cell_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mitoXlyso_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mitoXER_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
median_mitoXlysoXER_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
std_mito_euler_number,Flattened per-image/per-mask summary metric for a specific object and metric family.,"Combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures.","Value comes from upstream grouped summaries (pandas groupby mean/median/std/sum/count/fraction) of morphology, interaction, or distribution metrics.","pandas (groupby, agg); infer-subc.quantification.batch","flattened per-image/per-mask summary metric for a specific object and metric family. combined table is intended for downstream statistics/visualization, with one row per image-mask context containing cross-module signatures"
